,Date,Home Team,Home Score,Road Team,Road Score,Venue
354,2018-12-06T00:00:00.000Z,CLE,105,GSW,129,Quicken Loans Arena
355,2018-12-06T00:00:00.000Z,ORL,118,DEN,124,Amway Center
356,2018-12-06T00:30:00.000Z,ATL,117,WAS,131,State Farm Arena
357,2018-12-06T00:30:00.000Z,BRO,112,OKL,114,Barclays Center
358,2018-12-06T01:00:00.000Z,TOR,113,PHI,102,Scotiabank Arena
359,2018-12-06T01:00:00.000Z,MEM,96,LAC,86,FedEx Forum
360,2018-12-06T01:00:00.000Z,MIL,115,DET,92,Fiserv Forum
361,2018-12-06T01:00:00.000Z,MIN,121,CHA,104,Target Center
362,2018-12-06T01:00:00.000Z,NOP,132,DAL,106,Smoothie King Center
363,2018-12-06T03:30:00.000Z,LAL,121,SAS,113,Staples Center
364,2018-12-07T01:00:00.000Z,BOS,128,NYK,100,TD Garden
365,2018-12-07T03:00:00.000Z,POR,108,PHX,86,Moda Center
366,2018-12-07T03:30:00.000Z,UTA,118,HOU,91,Vivint Smart Home Arena
367,2018-12-08T00:00:00.000Z,CHA,113,DEN,107,Spectrum Center
368,2018-12-08T00:00:00.000Z,DET,111,PHI,117,Little Caesars Arena
369,2018-12-08T00:00:00.000Z,ORL,90,IND,112,Amway Center
370,2018-12-08T00:30:00.000Z,BRO,106,TOR,105,Barclays Center
371,2018-12-08T00:30:00.000Z,CLE,110,SAC,129,Quicken Loans Arena
372,2018-12-08T01:00:00.000Z,CHI,114,OKL,112,United Center
373,2018-12-08T01:00:00.000Z,NOP,103,MEM,107,Smoothie King Center
374,2018-12-08T01:30:00.000Z,SAS,133,LAL,120,AT&T Center
375,2018-12-08T02:00:00.000Z,PHX,98,MIA,115,Talking Stick Resort Arena
376,2018-12-08T02:30:00.000Z,MIL,95,GSW,105,Fiserv Forum
377,2018-12-08T23:00:00.000Z,DAL,107,HOU,104,American Airlines Center
378,2018-12-09T00:00:00.000Z,IND,107,SAC,97,Bankers Life Fieldhouse
379,2018-12-09T00:30:00.000Z,ATL,106,DEN,98,State Farm Arena
380,2018-12-09T00:30:00.000Z,CLE,116,WAS,101,Quicken Loans Arena
381,2018-12-09T00:30:00.000Z,NYK,104,BRO,112,Madison Square Garden
382,2018-12-09T01:00:00.000Z,CHI,77,BOS,133,United Center
383,2018-12-09T01:00:00.000Z,MEM,88,LAL,111,FedEx Forum
384,2018-12-09T03:00:00.000Z,POR,113,MIN,105,Moda Center
385,2018-12-09T03:30:00.000Z,LAC,98,MIA,121,Staples Center
386,2018-12-09T20:30:00.000Z,DET,108,NOP,116,Little Caesars Arena
387,2018-12-09T23:00:00.000Z,TOR,99,MIL,104,Scotiabank Arena
388,2018-12-10T00:00:00.000Z,SAS,110,UTA,97,AT&T Center
389,2018-12-10T00:30:00.000Z,NYK,107,CHA,119,Madison Square Garden
390,2018-12-11T00:00:00.000Z,IND,109,WAS,101,Bankers Life Fieldhouse
391,2018-12-11T00:00:00.000Z,PHI,116,DET,102,Wells Fargo Center
392,2018-12-11T00:30:00.000Z,BOS,113,NOP,100,TD Garden
393,2018-12-11T01:00:00.000Z,CHI,89,SAC,108,United Center
394,2018-12-11T01:00:00.000Z,MIL,108,CLE,92,Fiserv Forum
395,2018-12-11T01:00:00.000Z,OKL,122,UTA,113,Chesapeake Energy Arena
396,2018-12-11T01:30:00.000Z,DAL,101,ORL,76,American Airlines Center
397,2018-12-11T02:00:00.000Z,DEN,105,MEM,99,Pepsi Center
398,2018-12-11T02:00:00.000Z,PHX,119,LAC,123,Talking Stick Resort Arena
399,2018-12-11T03:30:00.000Z,GSW,116,MIN,108,Oracle Arena
400,2018-12-11T03:30:00.000Z,LAL,108,MIA,105,Staples Center
401,2018-12-12T01:00:00.000Z,HOU,111,POR,104,Toyota Center
402,2018-12-12T01:30:00.000Z,SAS,111,PHX,86,AT&T Center
403,2018-12-12T03:30:00.000Z,LAC,99,TOR,123,Staples Center
404,2018-12-13T00:00:00.000Z,CHA,108,DET,107,Spectrum Center
405,2018-12-13T00:00:00.000Z,CLE,113,NYK,106,Quicken Loans Arena
406,2018-12-13T00:00:00.000Z,IND,113,MIL,97,Bankers Life Fieldhouse
407,2018-12-13T00:00:00.000Z,PHI,124,BRO,127,Wells Fargo Center
408,2018-12-13T00:00:00.000Z,WAS,125,BOS,130,Capital One Arena
409,2018-12-13T01:00:00.000Z,MEM,92,POR,83,FedEx Forum
410,2018-12-13T01:00:00.000Z,NOP,118,OKL,114,Smoothie King Center
411,2018-12-13T01:30:00.000Z,DAL,114,ATL,107,American Airlines Center
412,2018-12-13T02:00:00.000Z,UTA,111,MIA,84,Vivint Smart Home Arena
413,2018-12-13T03:00:00.000Z,SAC,141,MIN,130,Golden 1 Center
414,2018-12-13T03:30:00.000Z,GSW,93,TOR,113,Oracle Arena
415,2018-12-14T01:00:00.000Z,HOU,126,LAL,111,Toyota Center
416,2018-12-14T01:30:00.000Z,SAS,125,LAC,87,AT&T Center
417,2018-12-14T02:30:00.000Z,ORL,97,CHI,91,Amway Center
418,2018-12-14T03:30:00.000Z,PHX,99,DAL,89,Talking Stick Resort Arena
419,2018-12-15T00:00:00.000Z,BOS,129,ATL,108,TD Garden
420,2018-12-15T00:00:00.000Z,CHA,124,NYK,126,Spectrum Center
421,2018-12-15T00:30:00.000Z,BRO,125,WAS,118,Barclays Center
422,2018-12-15T00:30:00.000Z,CLE,102,MIL,114,Quicken Loans Arena
423,2018-12-15T00:30:00.000Z,PHI,101,IND,113,Wells Fargo Center
424,2018-12-15T01:00:00.000Z,MEM,97,MIA,100,FedEx Forum
425,2018-12-15T03:00:00.000Z,DEN,109,OKL,98,Pepsi Center
426,2018-12-15T03:00:00.000Z,POR,128,TOR,122,Moda Center
427,2018-12-15T03:00:00.000Z,SAC,125,GSW,130,Golden 1 Center
428,2018-12-15T22:00:00.000Z,ORL,96,UTA,89,Amway Center
429,2018-12-16T00:00:00.000Z,CHA,100,LAL,128,Spectrum Center
430,2018-12-16T00:00:00.000Z,DET,113,BOS,104,Little Caesars Arena
431,2018-12-16T01:00:00.000Z,MEM,97,HOU,105,FedEx Forum
432,2018-12-16T01:30:00.000Z,SAS,93,CHI,98,AT&T Center
433,2018-12-16T02:00:00.000Z,OKL,110,LAC,104,Chesapeake Energy Arena
434,2018-12-16T02:00:00.000Z,PHX,107,MIN,99,Talking Stick Resort Arena
435,2018-12-16T20:00:00.000Z,BRO,144,ATL,127,Barclays Center
436,2018-12-16T20:30:00.000Z,CLE,105,PHI,128,Quicken Loans Arena
437,2018-12-16T22:00:00.000Z,IND,110,NYK,99,Bankers Life Fieldhouse
438,2018-12-16T23:00:00.000Z,WAS,128,LAL,110,Capital One Arena
439,2018-12-17T00:00:00.000Z,DAL,113,SAC,120,American Airlines Center
440,2018-12-17T00:00:00.000Z,NOP,96,MIA,102,Smoothie King Center
441,2018-12-17T01:00:00.000Z,DEN,95,TOR,86,Pepsi Center
442,2018-12-18T00:00:00.000Z,DET,104,MIL,107,Little Caesars Arena
443,2018-12-18T00:30:00.000Z,NYK,110,PHX,128,Madison Square Garden
444,2018-12-18T01:00:00.000Z,HOU,102,UTA,97,Toyota Center
445,2018-12-18T01:00:00.000Z,MIN,132,SAC,105,Target Center
446,2018-12-18T01:00:00.000Z,OKL,121,CHI,96,Chesapeake Energy Arena
447,2018-12-18T01:30:00.000Z,SAS,123,PHI,96,AT&T Center
448,2018-12-18T03:30:00.000Z,GSW,110,MEM,93,Oracle Arena
449,2018-12-18T03:30:00.000Z,LAC,127,POR,131,Staples Center
450,2018-12-19T00:00:00.000Z,IND,91,CLE,92,Bankers Life Fieldhouse
451,2018-12-19T00:30:00.000Z,ATL,118,WAS,110,State Farm Arena
452,2018-12-19T00:30:00.000Z,BRO,115,LAL,110,Barclays Center
453,2018-12-19T02:00:00.000Z,DEN,126,DAL,118,Pepsi Center
454,2018-12-20T00:00:00.000Z,CHA,110,CLE,99,Spectrum Center
455,2018-12-20T00:00:00.000Z,ORL,90,SAS,129,Amway Center
456,2018-12-20T00:00:00.000Z,PHI,131,NYK,109,Wells Fargo Center
457,2018-12-20T00:30:00.000Z,BOS,103,PHX,111,TD Garden
458,2018-12-20T00:30:00.000Z,TOR,99,IND,96,Scotiabank Arena
459,2018-12-20T01:00:00.000Z,CHI,93,BRO,96,United Center
460,2018-12-20T01:00:00.000Z,HOU,136,WAS,118,Toyota Center
461,2018-12-20T01:00:00.000Z,MIL,123,NOP,115,Fiserv Forum
462,2018-12-20T01:00:00.000Z,MIN,123,DET,129,Target Center
463,2018-12-20T02:00:00.000Z,UTA,108,GSW,103,Vivint Smart Home Arena
464,2018-12-20T03:00:00.000Z,POR,99,MEM,92,Moda Center
465,2018-12-20T03:00:00.000Z,SAC,113,OKL,132,Golden 1 Center
466,2018-12-21T01:00:00.000Z,MIA,101,HOU,99,American Airlines Arena
467,2018-12-21T03:30:00.000Z,LAC,125,DAL,121,Staples Center
468,2018-12-22T00:00:00.000Z,CHA,98,DET,86,Spectrum Center
469,2018-12-22T00:00:00.000Z,TOR,126,CLE,110,Scotiabank Arena
470,2018-12-22T00:30:00.000Z,BRO,106,IND,114,Barclays Center
471,2018-12-22T00:30:00.000Z,NYK,107,ATL,114,Madison Square Garden
472,2018-12-22T01:00:00.000Z,BOS,107,MIL,120,TD Garden
473,2018-12-22T01:00:00.000Z,CHI,90,ORL,80,United Center
474,2018-12-22T01:30:00.000Z,SAS,124,MIN,98,AT&T Center
475,2018-12-22T03:00:00.000Z,POR,90,UTA,120,Moda Center
476,2018-12-22T03:00:00.000Z,SAC,102,MEM,99,Golden 1 Center
477,2018-12-22T03:30:00.000Z,LAL,112,NOP,104,Staples Center
478,2018-12-22T22:00:00.000Z,LAC,132,DEN,111,Staples Center
479,2018-12-23T00:00:00.000Z,WAS,149,PHX,146,Capital One Arena
480,2018-12-23T00:30:00.000Z,PHI,126,TOR,101,Wells Fargo Center
481,2018-12-23T01:00:00.000Z,MIA,94,MIL,87,American Airlines Arena
482,2018-12-23T01:00:00.000Z,HOU,108,SAS,101,Toyota Center
483,2018-12-23T01:30:00.000Z,GSW,120,DAL,116,Oracle Arena
484,2018-12-23T02:00:00.000Z,UTA,106,OKL,107,Vivint Smart Home Arena
485,2018-12-23T21:00:00.000Z,DET,95,ATL,98,Little Caesars Arena
486,2018-12-23T22:00:00.000Z,IND,105,WAS,89,Bankers Life Fieldhouse
487,2018-12-23T23:00:00.000Z,BOS,119,CHA,103,TD Garden
488,2018-12-23T23:00:00.000Z,BRO,111,PHX,103,Barclays Center
489,2018-12-23T23:00:00.000Z,CLE,92,CHI,112,Quicken Loans Arena
490,2018-12-23T23:00:00.000Z,ORL,91,MIA,115,Amway Center
491,2018-12-23T23:00:00.000Z,SAC,122,NOP,117,Golden 1 Center
492,2018-12-24T01:00:00.000Z,OKL,112,MIN,114,Chesapeake Energy Arena
493,2018-12-24T01:30:00.000Z,GSW,129,LAC,127,Oracle Arena
494,2018-12-24T02:00:00.000Z,POR,121,DAL,118,Moda Center
495,2018-12-24T02:30:00.000Z,LAL,99,MEM,107,Staples Center
496,2018-12-25T17:00:00.000Z,NYK,95,MIL,109,Madison Square Garden
497,2018-12-25T20:00:00.000Z,HOU,113,OKL,109,Toyota Center
498,2018-12-25T22:30:00.000Z,BOS,121,PHI,114,TD Garden
499,2018-12-26T01:00:00.000Z,GSW,101,LAL,127,Oracle Arena
500,2018-12-26T03:30:00.000Z,UTA,117,POR,96,Vivint Smart Home Arena
501,2018-12-27T00:00:00.000Z,DET,106,WAS,95,Little Caesars Arena
502,2018-12-27T00:00:00.000Z,ORL,120,PHX,122,Amway Center
503,2018-12-27T00:30:00.000Z,ATL,121,IND,129,State Farm Arena
504,2018-12-27T00:30:00.000Z,BRO,134,CHA,132,Barclays Center
505,2018-12-27T00:30:00.000Z,MIA,104,TOR,106,American Airlines Arena
506,2018-12-27T01:00:00.000Z,CHI,94,MIN,119,United Center
507,2018-12-27T01:00:00.000Z,MEM,95,CLE,87,FedEx Forum
508,2018-12-27T01:30:00.000Z,DAL,122,NOP,119,American Airlines Center
509,2018-12-27T01:30:00.000Z,SAS,111,DEN,103,AT&T Center
510,2018-12-27T03:30:00.000Z,LAC,127,SAC,118,Staples Center
511,2018-12-28T01:00:00.000Z,HOU,127,BOS,113,Toyota Center
512,2018-12-28T01:00:00.000Z,MIL,112,NYK,96,Fiserv Forum
513,2018-12-28T03:00:00.000Z,SAC,117,LAL,116,Golden 1 Center
514,2018-12-28T03:30:00.000Z,UTA,97,PHI,114,Vivint Smart Home Arena
515,2018-12-28T03:30:00.000Z,GSW,109,POR,110,Oracle Arena
516,2018-12-29T00:00:00.000Z,CHA,100,BRO,87,Spectrum Center
517,2018-12-29T00:00:00.000Z,IND,125,DET,88,Bankers Life Fieldhouse
518,2018-12-29T00:00:00.000Z,ORL,116,TOR,87,Amway Center
519,2018-12-29T00:00:00.000Z,WAS,92,CHI,101,Capital One Arena
520,2018-12-29T01:00:00.000Z,MIA,118,CLE,94,American Airlines Arena
521,2018-12-29T01:00:00.000Z,MIN,120,ATL,123,Target Center
522,2018-12-29T01:00:00.000Z,NOP,114,DAL,112,Smoothie King Center
523,2018-12-29T02:00:00.000Z,DEN,102,SAS,99,Pepsi Center
524,2018-12-29T02:00:00.000Z,PHX,102,OKL,118,Talking Stick Resort Arena
525,2018-12-29T03:30:00.000Z,LAL,107,LAC,118,Staples Center
526,2018-12-29T22:00:00.000Z,MIL,129,BRO,115,Fiserv Forum
527,2018-12-30T00:00:00.000Z,NOP,104,HOU,108,Smoothie King Center
528,2018-12-30T00:00:00.000Z,WAS,130,CHA,126,Capital One Arena
529,2018-12-30T00:30:00.000Z,ATL,111,CLE,108,State Farm Arena
530,2018-12-30T01:00:00.000Z,MEM,103,BOS,112,FedEx Forum
531,2018-12-30T01:00:00.000Z,UTA,129,NYK,97,Vivint Smart Home Arena
532,2018-12-30T02:00:00.000Z,PHX,118,DEN,122,Talking Stick Resort Arena
533,2018-12-30T03:00:00.000Z,POR,105,GSW,115,Moda Center
534,2018-12-30T03:30:00.000Z,LAC,111,SAS,122,Staples Center
535,2018-12-30T20:30:00.000Z,ORL,109,DET,107,Amway Center
536,2018-12-30T23:00:00.000Z,MIA,104,MIN,113,American Airlines Arena
537,2018-12-30T23:00:00.000Z,TOR,95,CHI,89,Scotiabank Arena
538,2018-12-31T00:00:00.000Z,DAL,105,OKL,103,American Airlines Center
539,2018-12-31T02:00:00.000Z,POR,129,PHI,95,Moda Center
540,2018-12-31T02:30:00.000Z,LAL,121,SAC,114,Staples Center
541,2018-12-31T20:00:00.000Z,IND,116,ATL,108,Bankers Life Fieldhouse
542,2018-12-31T23:00:00.000Z,CHA,125,ORL,100,Spectrum Center
543,2019-01-01T00:00:00.000Z,HOU,113,MEM,101,Toyota Center
544,2019-01-01T00:00:00.000Z,SAS,120,BOS,111,AT&T Center
545,2019-01-01T01:00:00.000Z,NOP,123,MIN,114,Smoothie King Center
546,2019-01-01T01:00:00.000Z,OKL,122,DAL,102,Chesapeake Energy Arena
547,2019-01-01T02:00:00.000Z,PHX,109,GSW,132,Talking Stick Resort Arena
548,2019-01-02T00:30:00.000Z,TOR,122,UTA,116,Scotiabank Arena
549,2019-01-02T01:00:00.000Z,MIL,121,DET,98,Fiserv Forum
550,2019-01-02T02:00:00.000Z,DEN,115,NYK,108,Pepsi Center
551,2019-01-02T02:00:00.000Z,SAC,108,POR,113,Golden 1 Center
552,2019-01-02T03:30:00.000Z,LAC,113,PHI,119,Staples Center
553,2019-01-03T00:00:00.000Z,CHA,84,DAL,122,Spectrum Center
554,2019-01-03T00:00:00.000Z,CLE,92,MIA,117,Quicken Loans Arena
555,2019-01-03T00:00:00.000Z,WAS,114,ATL,98,Capital One Arena
556,2019-01-03T00:30:00.000Z,BRO,126,NOP,121,Barclays Center
557,2019-01-03T01:00:00.000Z,BOS,115,MIN,102,TD Garden
558,2019-01-03T01:00:00.000Z,CHI,84,ORL,112,United Center
559,2019-01-03T01:00:00.000Z,MEM,94,DET,101,FedEx Forum
560,2019-01-03T02:00:00.000Z,PHX,127,PHI,132,Talking Stick Resort Arena
561,2019-01-03T03:30:00.000Z,LAL,100,OKL,107,Staples Center
562,2019-01-04T01:00:00.000Z,SAS,125,TOR,107,AT&T Center
563,2019-01-04T03:00:00.000Z,SAC,113,DEN,117,Golden 1 Center
564,2019-01-04T03:30:00.000Z,GSW,134,HOU,135,Oracle Arena
565,2019-01-05T00:30:00.000Z,CLE,91,UTA,117,Quicken Loans Arena
566,2019-01-05T01:00:00.000Z,BOS,114,DAL,93,TD Garden
567,2019-01-05T01:00:00.000Z,MIA,115,WAS,109,American Airlines Arena
568,2019-01-05T01:00:00.000Z,CHI,116,IND,119,United Center
569,2019-01-05T01:00:00.000Z,MEM,100,BRO,109,FedEx Forum
570,2019-01-05T01:00:00.000Z,MIN,120,ORL,103,Target Center
571,2019-01-05T01:30:00.000Z,MIL,144,ATL,112,Fiserv Forum
572,2019-01-05T02:00:00.000Z,PHX,111,LAC,121,Talking Stick Resort Arena
573,2019-01-05T03:30:00.000Z,LAL,112,NYK,119,Staples Center
574,2019-01-05T03:30:00.000Z,POR,109,OKL,111,Moda Center
575,2019-01-05T22:00:00.000Z,DEN,123,CHA,110,Pepsi Center
576,2019-01-06T00:00:00.000Z,DET,105,UTA,110,Little Caesars Arena
577,2019-01-06T00:30:00.000Z,PHI,106,DAL,100,Wells Fargo Center
578,2019-01-06T01:00:00.000Z,CLE,98,NOP,133,Quicken Loans Arena
579,2019-01-06T01:30:00.000Z,MIL,116,TOR,123,Fiserv Forum
580,2019-01-06T01:30:00.000Z,SAS,108,MEM,88,AT&T Center
581,2019-01-06T03:00:00.000Z,POR,110,HOU,101,Moda Center
582,2019-01-06T03:00:00.000Z,SAC,123,GSW,127,Golden 1 Center
583,2019-01-06T20:30:00.000Z,CHI,100,BRO,117,United Center
584,2019-01-06T20:30:00.000Z,MIN,108,LAL,86,Target Center
585,2019-01-06T20:30:00.000Z,LAC,106,ORL,96,Staples Center
586,2019-01-06T23:00:00.000Z,ATL,106,MIA,82,State Farm Arena
587,2019-01-07T00:00:00.000Z,OKL,98,WAS,116,Chesapeake Energy Arena
588,2019-01-07T00:30:00.000Z,TOR,121,IND,105,Scotiabank Arena
589,2019-01-07T01:00:00.000Z,PHX,113,CHA,119,Talking Stick Resort Arena
590,2019-01-08T00:00:00.000Z,DET,107,SAS,119,Little Caesars Arena
591,2019-01-08T00:30:00.000Z,BOS,116,BRO,95,TD Garden
592,2019-01-08T01:00:00.000Z,HOU,125,DEN,113,Toyota Center
593,2019-01-08T01:00:00.000Z,MIL,114,UTA,102,Fiserv Forum
594,2019-01-08T01:00:00.000Z,NOP,114,MEM,95,Smoothie King Center
595,2019-01-08T01:30:00.000Z,DAL,97,LAL,107,American Airlines Center
596,2019-01-08T03:00:00.000Z,POR,111,NYK,101,Moda Center
597,2019-01-08T03:00:00.000Z,SAC,111,ORL,95,Golden 1 Center
598,2019-01-09T00:00:00.000Z,CLE,115,IND,123,Quicken Loans Arena
599,2019-01-09T00:00:00.000Z,PHI,132,WAS,115,Wells Fargo Center
600,2019-01-09T00:30:00.000Z,MIA,99,DEN,103,American Airlines Arena
601,2019-01-09T00:30:00.000Z,TOR,104,ATL,101,Scotiabank Arena
602,2019-01-09T01:00:00.000Z,OKL,117,MIN,119,Chesapeake Energy Arena
603,2019-01-09T02:00:00.000Z,PHX,115,SAC,111,Talking Stick Resort Arena
604,2019-01-09T03:30:00.000Z,GSW,122,NYK,95,Oracle Arena
605,2019-01-09T03:30:00.000Z,LAC,128,CHA,109,Staples Center
606,2019-01-10T00:00:00.000Z,BOS,135,IND,108,TD Garden
607,2019-01-10T00:00:00.000Z,WAS,123,PHI,106,Capital One Arena
608,2019-01-10T00:30:00.000Z,BRO,116,ATL,100,Barclays Center
609,2019-01-10T01:00:00.000Z,HOU,109,MIL,116,Toyota Center
610,2019-01-10T01:00:00.000Z,MEM,96,SAS,86,FedEx Forum
611,2019-01-10T01:00:00.000Z,NOP,140,CLE,124,Smoothie King Center
612,2019-01-10T01:30:00.000Z,DAL,104,PHX,94,American Airlines Center
613,2019-01-10T02:00:00.000Z,UTA,106,ORL,93,Vivint Smart Home Arena
614,2019-01-10T03:00:00.000Z,POR,124,CHI,112,Moda Center
615,2019-01-10T03:30:00.000Z,LAL,113,DET,100,Staples Center
616,2019-01-11T00:00:00.000Z,MIA,115,BOS,99,American Airlines Arena
617,2019-01-11T02:00:00.000Z,DEN,121,LAC,100,Pepsi Center
618,2019-01-11T02:30:00.000Z,SAS,154,OKL,147,AT&T Center
619,2019-01-11T03:00:00.000Z,SAC,112,DET,102,Golden 1 Center
620,2019-01-12T00:00:00.000Z,PHI,121,ATL,123,Wells Fargo Center
621,2019-01-12T00:00:00.000Z,WAS,113,MIL,106,Capital One Arena
622,2019-01-12T00:30:00.000Z,NYK,106,IND,121,Madison Square Garden
623,2019-01-12T00:30:00.000Z,TOR,122,BRO,105,Scotiabank Arena
624,2019-01-12T01:00:00.000Z,HOU,141,CLE,113,Toyota Center
625,2019-01-12T01:00:00.000Z,MIN,115,DAL,119,Target Center
626,2019-01-12T03:00:00.000Z,UTA,113,LAL,95,Vivint Smart Home Arena
627,2019-01-12T03:00:00.000Z,POR,127,CHA,96,Moda Center
628,2019-01-12T03:30:00.000Z,GSW,146,CHI,109,Oracle Arena
629,2019-01-12T20:30:00.000Z,LAC,104,DET,109,Staples Center
630,2019-01-12T22:00:00.000Z,MIA,112,MEM,108,American Airlines Arena
631,2019-01-13T00:00:00.000Z,ORL,105,BOS,103,Amway Center
632,2019-01-13T01:00:00.000Z,MIN,110,NOP,106,Target Center
633,2019-01-13T01:00:00.000Z,OKL,122,SAS,112,Chesapeake Energy Arena
634,2019-01-13T02:00:00.000Z,PHX,102,DEN,93,Talking Stick Resort Arena
635,2019-01-13T03:00:00.000Z,SAC,104,CHA,97,Golden 1 Center
636,2019-01-13T03:00:00.000Z,UTA,110,CHI,102,Vivint Smart Home Arena
637,2019-01-13T18:00:00.000Z,NYK,105,PHI,108,Madison Square Garden
638,2019-01-13T18:00:00.000Z,WAS,138,TOR,140,Capital One Arena
639,2019-01-13T20:30:00.000Z,ATL,114,MIL,133,State Farm Arena
640,2019-01-13T23:00:00.000Z,ORL,116,HOU,109,Amway Center
641,2019-01-14T00:00:00.000Z,DAL,114,GSW,119,American Airlines Center
642,2019-01-14T01:00:00.000Z,DEN,116,POR,113,Pepsi Center
643,2019-01-14T02:30:00.000Z,LAL,95,CLE,101,Staples Center
644,2019-01-15T00:30:00.000Z,BRO,109,BOS,102,Barclays Center
645,2019-01-15T01:00:00.000Z,HOU,112,MEM,94,Toyota Center
646,2019-01-15T01:30:00.000Z,SAS,93,CHA,108,AT&T Center
647,2019-01-15T02:00:00.000Z,UTA,100,DET,94,Vivint Smart Home Arena
648,2019-01-15T03:00:00.000Z,SAC,115,POR,107,Golden 1 Center
649,2019-01-15T03:30:00.000Z,LAC,117,NOP,121,Staples Center
650,2019-01-16T00:00:00.000Z,IND,131,PHX,97,Bankers Life Fieldhouse
651,2019-01-16T00:00:00.000Z,PHI,149,MIN,107,Wells Fargo Center
652,2019-01-16T00:30:00.000Z,ATL,142,OKL,126,State Farm Arena
653,2019-01-16T01:00:00.000Z,MIL,124,MIA,86,Fiserv Forum
654,2019-01-16T02:00:00.000Z,DEN,111,GSW,142,Pepsi Center
655,2019-01-16T03:30:00.000Z,LAL,107,CHI,100,Staples Center
656,2019-01-17T00:00:00.000Z,DET,120,ORL,115,Little Caesars Arena
657,2019-01-17T01:00:00.000Z,BOS,117,TOR,108,TD Garden
658,2019-01-17T01:00:00.000Z,HOU,142,BRO,145,Toyota Center
659,2019-01-17T01:00:00.000Z,MEM,101,MIL,111,FedEx Forum
660,2019-01-17T01:30:00.000Z,DAL,101,SAS,105,American Airlines Center
661,2019-01-17T03:00:00.000Z,POR,129,CLE,112,Moda Center
662,2019-01-17T03:30:00.000Z,GSW,147,NOP,140,Oracle Arena
663,2019-01-17T03:30:00.000Z,LAC,109,UTA,129,Staples Center
664,2019-01-17T20:00:00.000Z,WAS,101,NYK,100,Capital One Arena
665,2019-01-18T00:00:00.000Z,CHA,114,SAC,95,Spectrum Center
666,2019-01-18T00:00:00.000Z,IND,96,PHI,120,Bankers Life Fieldhouse
667,2019-01-18T00:30:00.000Z,TOR,111,PHX,109,Scotiabank Arena
668,2019-01-18T02:00:00.000Z,DEN,135,CHI,105,Pepsi Center
669,2019-01-18T02:30:00.000Z,OKL,128,LAL,138,Chesapeake Energy Arena
670,2019-01-19T00:00:00.000Z,BOS,122,MEM,116,TD Garden
671,2019-01-19T00:00:00.000Z,DET,98,MIA,93,Little Caesars Arena
672,2019-01-19T00:00:00.000Z,ORL,115,BRO,117,Amway Center
673,2019-01-19T01:00:00.000Z,MIN,113,SAS,116,Target Center
674,2019-01-19T02:00:00.000Z,UTA,115,CLE,99,Vivint Smart Home Arena
675,2019-01-19T03:30:00.000Z,LAC,94,GSW,112,Staples Center
676,2019-01-19T03:30:00.000Z,POR,128,NOP,112,Moda Center
677,2019-01-19T20:30:00.000Z,PHI,115,OKL,117,Wells Fargo Center
678,2019-01-19T22:00:00.000Z,CHA,135,PHX,115,Spectrum Center
679,2019-01-20T00:00:00.000Z,DET,101,SAC,103,Little Caesars Arena
680,2019-01-20T00:00:00.000Z,IND,111,DAL,99,Bankers Life Fieldhouse
681,2019-01-20T00:00:00.000Z,ORL,108,MIL,118,Amway Center
682,2019-01-20T00:30:00.000Z,ATL,105,BOS,113,State Farm Arena
683,2019-01-20T00:30:00.000Z,TOR,119,MEM,90,Scotiabank Arena
684,2019-01-20T01:00:00.000Z,CHI,103,MIA,117,United Center
685,2019-01-20T01:30:00.000Z,HOU,138,LAL,134,Toyota Center
686,2019-01-20T03:00:00.000Z,DEN,124,CLE,102,Pepsi Center
687,2019-01-20T23:00:00.000Z,IND,120,CHA,95,Bankers Life Fieldhouse
688,2019-01-21T00:00:00.000Z,MIN,116,PHX,114,Target Center
689,2019-01-21T00:00:00.000Z,SAS,95,LAC,103,AT&T Center
690,2019-01-21T17:30:00.000Z,NYK,109,OKL,127,Madison Square Garden
691,2019-01-21T18:00:00.000Z,CLE,88,CHI,104,Quicken Loans Arena
692,2019-01-21T19:00:00.000Z,WAS,101,DET,87,Capital One Arena
693,2019-01-21T19:00:00.000Z,MIL,116,DAL,106,Fiserv Forum
694,2019-01-21T20:00:00.000Z,ATL,103,ORL,122,State Farm Arena
695,2019-01-21T20:30:00.000Z,BRO,123,SAC,94,Barclays Center
696,2019-01-21T22:30:00.000Z,MEM,85,NOP,105,FedEx Forum
697,2019-01-21T23:00:00.000Z,BOS,107,MIA,99,TD Garden
698,2019-01-22T01:00:00.000Z,PHI,121,HOU,93,Wells Fargo Center
699,2019-01-22T02:00:00.000Z,UTA,104,POR,109,Vivint Smart Home Arena
700,2019-01-22T03:30:00.000Z,LAL,111,GSW,130,Staples Center
701,2019-01-23T00:00:00.000Z,TOR,120,SAC,105,Scotiabank Arena
702,2019-01-23T01:00:00.000Z,OKL,123,POR,114,Chesapeake Energy Arena
703,2019-01-23T01:30:00.000Z,DAL,106,LAC,98,American Airlines Center
704,2019-01-23T02:00:00.000Z,PHX,91,MIN,118,Talking Stick Resort Arena
705,2019-01-24T00:00:00.000Z,IND,110,TOR,106,Bankers Life Fieldhouse
706,2019-01-24T00:30:00.000Z,BOS,123,CLE,103,TD Garden
707,2019-01-24T00:30:00.000Z,BRO,114,ORL,110,Barclays Center
708,2019-01-24T00:30:00.000Z,MIA,99,LAC,111,American Airlines Arena
